A,0.041148481306124196
AA,3.6907719970376687
AAC,0.0
AAIC,0.0
AAN,0.0
AAP,1.6881946179286365
AAQC,0.0
AAT,0.0
AB,0.20915565312472503
ABB,0.07701324340797021
ABBV,0.48650243657659176
ABC,0.07345449263973898
ABEV,0.008249122115260885
ABG,0.008234525065170346
ABM,0.004769733939471122
ABR,0.29332932560784464
ABT,-0.012834326549971133
AC,0.0
ACA,0.020072577464833763
ACB,0.1300991694392661
ACC,0.017879344573017795
ACCO,0.09146989360569246
ACEL,0.0
ACH,0.003844371407618597
ACI,0.04552591102426092
ACIC,-0.3115860000000001
ACII,0.0
ACM,0.20146178099532236
ACN,0.0407745594230774
ACND,0.0
ACP,0.0
ACR,0.0
ACRE,0.3591374668370291
ACV,0.0
ADC,0.0
ADCT,0.01026046126169498
ADEX,0.0
ADM,0.18384235205412056
ADNT,2.855056250083259
ADS,1.5580040623737148
ADT,0.23594478171969765
ADX,0.0
AEB,0.0
AEE,0.07987967440865869
AEFC,0.0
AEG,0.013716914454316395
AEL,0.035271085758652294
AEM,0.6561868260362942
AENZ,0.0
AEO,0.4597373509515702
AER,-0.2555820007674947
AES,-0.03343470887781629
AESC,0.0
AEVA,-0.019317974185837517
AFB,0.0
AFG,0.11201363747281745
AFGB,0.0
AFGC,0.0
AFGD,0.0
AFGE,0.0
AFI,0.3136854785850799
AFL,0.26914350265706644
AFT,0.0
AG,7.075584208271417
AGAC,0.0
AGCB,-0.13385288888888885
AGCO,-0.2996825330764607
AGD,0.0
AGI,0.5901729765894008
AGL,0.0
AGM,0.371069074738794
AGO,0.20563033372534684
AGR,0.0
AGRO,0.3113157490170174
AGS,0.07144013456748105
AGTI,0.0
AGX,0.0
AHC,0.00652010250551437
AHH,0.014855243246089781
AHT,2.694472825407618
AI,-1.0880978901368572
AIC,0.0
AIF,0.0
AIG,0.41108446643712004
AIN,0.0
AIO,0.0
AIR,2.6346871166422345
AIRC,0.04756434204771855
AIT,0.0
AIV,0.8369274984119778
AIW,0.0
AIZ,0.1539932061272087
AIZN,0.0
AJAX,-3.6830719452853433
AJG,0.13419370700390604
AJRD,0.01142802529848789
AJX,0.0
AJXA,0.0
AKR,0.0
AL,-0.11637981659807305
ALB,0.43012718118374826
ALC,0.008677546527916752
ALE,0.0
ALEX,0.024515217273893938
ALG,0.0
ALK,1.1279439877605237
ALL,0.46537069027803996
ALLE,-0.000324745698944933
ALLY,1.4445177303640349
ALSN,0.03914927384605766
ALTG,0.0
ALUS,0.0
ALV,0.07816193456250034
ALX,0.0
AM,0.4498504769629026
AMBC,-0.195015475321039
AMC,2.2301288637493824
AMCR,0.0023283476582615674
AME,0.015449041789409467
AMG,0.04511600641204108
AMH,0.14029232910176467
AMK,0.0
AMN,0.20642698823474045
AMOV,0.0
AMP,0.031375555812452036
AMPI,0.0
AMPY,0.6336371447328053
AMR,0.0
AMRC,0.26258907122466874
AMRX,0.0554777448120699
AMT,0.22590601467750052
AMWL,-0.9471007087536244
AMX,0.0008277180556398312
AN,0.2832073354654544
ANAC,0.0
ANET,0.444884074101225
ANF,3.3228446186126637
ANTM,0.3502268867489633
AOD,0.0
AON,0.6490676487304854
AONE,0.9281855813953487
AOS,0.03425528197454517
AP,0.0
APAM,-0.1313074380083183
APD,0.28892011105764354
APG,0.005210693540269703
APGB,0.0
APH,-0.0017431770369092652
APLE,-0.007538711278839908
APO,0.9177465837846708
APRN,-0.9424736234789862
APSG,0.0
APTS,0.06205922572929019
APTV,-0.10181590663341229
AQN,0.002569668795396643
AQNA,0.0
AQNB,0.0
AQUA,0.10329862698076019
AR,1.6955463122502734
ARC,0.0
ARCH,0.8914771841233835
ARCO,0.13810741366440105
ARD,0.0
ARDC,0.0
ARE,0.02236228117165768
ARES,0.01033192889044349
ARGD,0.0
ARGO,0.0
ARI,0.10241731616883296
ARL,0.0
ARLO,0.33542839997618973
ARMK,-0.1424374108594836
ARNC,0.05250246432905169
AROC,0.03071357975592014
ARR,0.14891746853273002
ARW,0.26169153220357305
ASA,0.0035128829903053552
ASAI,0.0
ASAN,0.6961108247708007
ASAQ,0.0
ASB,0.14219103159637822
ASC,0.5943704304733595
ASG,0.0
ASGI,0.0
ASGN,0.01425112781954887
ASH,-0.07147502260788778
ASIX,0.3344597793395016
ASPL,0.0
ASPN,1.4391230532109183
ASR,0.0
ASX,0.0
ASZ,0.0
ATA,0.0
ATAC,-0.35594618181818166
ATC,0.0
ATCO,0.21802637568159167
ATEN,0.17328378645204512
ATGE,0.03499405435323881
ATH,1.2113146598588949
ATHM,0.004989874115506548
ATHN,0.0
ATI,1.2182326068351559
ATKR,-0.003365379713992677
ATMR,0.0
ATO,0.028742436096305418
ATR,0.01216618210414416
ATTO,0.0
ATUS,0.6411279771069132
AU,0.6614809644967092
AUD,0.33082081840255706
AUS,0.0
AUY,0.20983240911891565
AVA,0.0
AVAL,0.0
AVAN,0.0
AVB,0.22798991984771966
AVD,-0.012768396061029448
AVK,0.0
AVLR,0.08053743080668395
AVNS,-2.038598024519599e-05
AVNT,0.03422442958316494
AVTR,0.1269180704528313
AVY,0.061592095839653686
AVYA,0.19284414468440716
AWF,0.0
AWI,0.06535453085126278
AWK,0.0595281746881163
AWP,0.0
AWR,0.028799054815812
AX,0.20273776949964933
AXL,0.4630183146272975
AXP,0.42586398911347567
AXR,0.0
AXS,0.07927331999538603
AXTA,0.09090008925885892
AYI,0.21028292063221768
AYX,-3.4964007872378766
AZEK,0.053557197948719396
AZO,0.6848986104140438
AZRE,0.0
AZUL,0.1577686623992347
